Frequency,Angle_of_Attack,Chord_Length,Free_Stream_Velocity,Displacement_Thickness,Sound_Pressure_Level,y_hat
1250,8.4,0.0508,39.6,0.00566229,131.205,125.7344180343358
1600,8.4,0.0508,39.6,0.00566229,130.965,125.7344180343358
2000,8.4,0.0508,39.6,0.00566229,129.965,125.7344180343358
2500,8.4,0.0508,39.6,0.00566229,127.465,125.7344180343358
3150,8.4,0.0508,39.6,0.00566229,123.965,125.7344180343358
4000,8.4,0.0508,39.6,0.00566229,118.955,125.7344180343358
400,8.4,0.0508,31.7,0.00580776,120.076,125.71055695934614
500,8.4,0.0508,31.7,0.00580776,122.966,125.71055695934614
630,8.4,0.0508,31.7,0.00580776,125.856,125.71055695934614
800,8.4,0.0508,31.7,0.00580776,128.246,125.71055695934614
1000,8.4,0.0508,31.7,0.00580776,129.516,125.71055695934614
1250,8.4,0.0508,31.7,0.00580776,130.156,125.71055695934614
1600,8.4,0.0508,31.7,0.00580776,129.296,125.71055695934614
2000,8.4,0.0508,31.7,0.00580776,127.686,125.71055695934614
2500,8.4,0.0508,31.7,0.00580776,125.576,125.71055695934614
3150,8.4,0.0508,31.7,0.00580776,122.086,125.71055695934614
4000,8.4,0.0508,31.7,0.00580776,118.106,125.71055695934614
200,11.2,0.0508,71.3,0.014072,125.941,124.35499464153028
250,11.2,0.0508,71.3,0.014072,127.101,124.35499464153028
315,11.2,0.0508,71.3,0.014072,128.381,124.35499464153028
400,11.2,0.0508,71.3,0.014072,129.281,124.35499464153028
500,11.2,0.0508,71.3,0.014072,130.311,124.35499464153028
630,11.2,0.0508,71.3,0.014072,133.611,124.35499464153028
800,11.2,0.0508,71.3,0.014072,136.031,124.35499464153028
1000,11.2,0.0508,71.3,0.014072,136.941,124.35499464153028
1250,11.2,0.0508,71.3,0.014072,136.191,124.35499464153028
1600,11.2,0.0508,71.3,0.014072,135.191,124.35499464153028
2000,11.2,0.0508,71.3,0.014072,133.311,124.35499464153028
2500,11.2,0.0508,71.3,0.014072,130.541,124.35499464153028
3150,11.2,0.0508,71.3,0.014072,127.141,124.35499464153028
4000,11.2,0.0508,71.3,0.014072,122.471,124.35499464153028
200,11.2,0.0508,39.6,0.0150478,125.01,124.19493664348997
250,11.2,0.0508,39.6,0.0150478,126.43,124.19493664348997
315,11.2,0.0508,39.6,0.0150478,128.99,124.19493664348997
400,11.2,0.0508,39.6,0.0150478,130.67,124.19493664348997
500,11.2,0.0508,39.6,0.0150478,131.96,124.19493664348997
630,11.2,0.0508,39.6,0.0150478,133.13,124.19493664348997
800,11.2,0.0508,39.6,0.0150478,133.79,124.19493664348997
1000,11.2,0.0508,39.6,0.0150478,132.43,124.19493664348997
1250,11.2,0.0508,39.6,0.0150478,130.05,124.19493664348997
1600,11.2,0.0508,39.6,0.0150478,126.54,124.19493664348997
2000,11.2,0.0508,39.6,0.0150478,124.42,124.19493664348997
2500,11.2,0.0508,39.6,0.0150478,122.17,124.19493664348997
3150,11.2,0.0508,39.6,0.0150478,119.67,124.19493664348997
4000,11.2,0.0508,39.6,0.0150478,115.52,124.19493664348997
200,15.4,0.0508,71.3,0.0264269,123.595,122.32845174340741
250,15.4,0.0508,71.3,0.0264269,124.835,122.32845174340741
315,15.4,0.0508,71.3,0.0264269,126.195,122.32845174340741
400,15.4,0.0508,71.3,0.0264269,126.805,122.32845174340741
500,15.4,0.0508,71.3,0.0264269,127.285,122.32845174340741
630,15.4,0.0508,71.3,0.0264269,129.645,122.32845174340741
800,15.4,0.0508,71.3,0.0264269,131.515,122.32845174340741
1000,15.4,0.0508,71.3,0.0264269,131.865,122.32845174340741
1250,15.4,0.0508,71.3,0.0264269,130.845,122.32845174340741
1600,15.4,0.0508,71.3,0.0264269,130.065,122.32845174340741
2000,15.4,0.0508,71.3,0.0264269,129.285,122.32845174340741
2500,15.4,0.0508,71.3,0.0264269,127.625,122.32845174340741
3150,15.4,0.0508,71.3,0.0264269,125.715,122.32845174340741
4000,15.4,0.0508,71.3,0.0264269,122.675,122.32845174340741
5000,15.4,0.0508,71.3,0.0264269,119.135,122.32845174340741
6300,15.4,0.0508,71.3,0.0264269,115.215,122.32845174340741
8000,15.4,0.0508,71.3,0.0264269,112.675,122.32845174340741
200,15.4,0.0508,55.5,0.0271925,122.94,122.2028723180132
250,15.4,0.0508,55.5,0.0271925,124.17,122.2028723180132
315,15.4,0.0508,55.5,0.0271925,125.39,122.2028723180132
400,15.4,0.0508,55.5,0.0271925,126.5,122.2028723180132
500,15.4,0.0508,55.5,0.0271925,127.22,122.2028723180132
630,15.4,0.0508,55.5,0.0271925,129.33,122.2028723180132
800,15.4,0.0508,55.5,0.0271925,130.43,122.2028723180132
1000,15.4,0.0508,55.5,0.0271925,130.4,122.2028723180132
1250,15.4,0.0508,55.5,0.0271925,130.0,122.2028723180132
1600,15.4,0.0508,55.5,0.0271925,128.2,122.2028723180132
2000,15.4,0.0508,55.5,0.0271925,127.04,122.2028723180132
2500,15.4,0.0508,55.5,0.0271925,125.63,122.2028723180132
3150,15.4,0.0508,55.5,0.0271925,123.46,122.2028723180132
4000,15.4,0.0508,55.5,0.0271925,120.92,122.2028723180132
5000,15.4,0.0508,55.5,0.0271925,117.11,122.2028723180132
6300,15.4,0.0508,55.5,0.0271925,112.93,122.2028723180132
200,15.4,0.0508,39.6,0.0282593,121.783,122.027887820873
250,15.4,0.0508,39.6,0.0282593,122.893,122.027887820873
315,15.4,0.0508,39.6,0.0282593,124.493,122.027887820873
400,15.4,0.0508,39.6,0.0282593,125.353,122.027887820873
500,15.4,0.0508,39.6,0.0282593,125.963,122.027887820873
630,15.4,0.0508,39.6,0.0282593,127.443,122.027887820873
800,15.4,0.0508,39.6,0.0282593,128.423,122.027887820873
1000,15.4,0.0508,39.6,0.0282593,127.893,122.027887820873
1250,15.4,0.0508,39.6,0.0282593,126.743,122.027887820873
1600,15.4,0.0508,39.6,0.0282593,124.843,122.027887820873
2000,15.4,0.0508,39.6,0.0282593,123.443,122.027887820873
2500,15.4,0.0508,39.6,0.0282593,122.413,122.027887820873
3150,15.4,0.0508,39.6,0.0282593,120.513,122.027887820873
4000,15.4,0.0508,39.6,0.0282593,118.113,122.027887820873
5000,15.4,0.0508,39.6,0.0282593,114.453,122.027887820873
6300,15.4,0.0508,39.6,0.0282593,109.663,122.027887820873
200,15.4,0.0508,31.7,0.0289853,119.975,121.9088038829992
250,15.4,0.0508,31.7,0.0289853,121.225,121.9088038829992
315,15.4,0.0508,31.7,0.0289853,122.845,121.9088038829992
400,15.4,0.0508,31.7,0.0289853,123.705,121.9088038829992
500,15.4,0.0508,31.7,0.0289853,123.695,121.9088038829992
630,15.4,0.0508,31.7,0.0289853,124.685,121.9088038829992
800,15.4,0.0508,31.7,0.0289853,125.555,121.9088038829992
1000,15.4,0.0508,31.7,0.0289853,124.525,121.9088038829992
1250,15.4,0.0508,31.7,0.0289853,123.255,121.9088038829992
1600,15.4,0.0508,31.7,0.0289853,121.485,121.9088038829992
2000,15.4,0.0508,31.7,0.0289853,120.835,121.9088038829992
2500,15.4,0.0508,31.7,0.0289853,119.945,121.9088038829992
3150,15.4,0.0508,31.7,0.0289853,118.045,121.9088038829992
4000,15.4,0.0508,31.7,0.0289853,115.635,121.9088038829992
5000,15.4,0.0508,31.7,0.0289853,112.355,121.9088038829992
6300,15.4,0.0508,31.7,0.0289853,108.185,121.9088038829992
200,19.7,0.0508,71.3,0.0341183,118.005,121.06685091728804
250,19.7,0.0508,71.3,0.0341183,119.115,121.06685091728804
315,19.7,0.0508,71.3,0.0341183,121.235,121.06685091728804
400,19.7,0.0508,71.3,0.0341183,123.865,121.06685091728804
500,19.7,0.0508,71.3,0.0341183,126.995,121.06685091728804
630,19.7,0.0508,71.3,0.0341183,128.365,121.06685091728804
800,19.7,0.0508,71.3,0.0341183,124.555,121.06685091728804
1000,19.7,0.0508,71.3,0.0341183,121.885,121.06685091728804
1250,19.7,0.0508,71.3,0.0341183,121.485,121.06685091728804
1600,19.7,0.0508,71.3,0.0341183,120.575,121.06685091728804
2000,19.7,0.0508,71.3,0.0341183,120.055,121.06685091728804
2500,19.7,0.0508,71.3,0.0341183,118.385,121.06685091728804
3150,19.7,0.0508,71.3,0.0341183,116.225,121.06685091728804
4000,19.7,0.0508,71.3,0.0341183,113.045,121.06685091728804
200,19.7,0.0508,39.6,0.036484,125.974,120.6788111489298
250,19.7,0.0508,39.6,0.036484,127.224,120.6788111489298
315,19.7,0.0508,39.6,0.036484,129.864,120.6788111489298
400,19.7,0.0508,39.6,0.036484,130.614,120.6788111489298
500,19.7,0.0508,39.6,0.036484,128.444,120.6788111489298
630,19.7,0.0508,39.6,0.036484,120.324,120.6788111489298
800,19.7,0.0508,39.6,0.036484,119.174,120.6788111489298
1000,19.7,0.0508,39.6,0.036484,118.904,120.6788111489298
1250,19.7,0.0508,39.6,0.036484,118.634,120.6788111489298
1600,19.7,0.0508,39.6,0.036484,117.604,120.6788111489298
2000,19.7,0.0508,39.6,0.036484,117.724,120.6788111489298
2500,19.7,0.0508,39.6,0.036484,116.184,120.6788111489298
3150,19.7,0.0508,39.6,0.036484,113.004,120.6788111489298
4000,19.7,0.0508,39.6,0.036484,108.684,120.6788111489298
2500,0.0,0.0254,71.3,0.000400682,133.707,126.59746624396166
3150,0.0,0.0254,71.3,0.000400682,137.007,126.59746624396166
4000,0.0,0.0254,71.3,0.000400682,138.557,126.59746624396166
5000,0.0,0.0254,71.3,0.000400682,136.837,126.59746624396166
6300,0.0,0.0254,71.3,0.000400682,134.987,126.59746624396166
8000,0.0,0.0254,71.3,0.000400682,129.867,126.59746624396166
10000,0.0,0.0254,71.3,0.000400682,130.787,126.59746624396166
12500,0.0,0.0254,71.3,0.000400682,133.207,126.59746624396166
16000,0.0,0.0254,71.3,0.000400682,130.477,126.59746624396166
20000,0.0,0.0254,71.3,0.000400682,123.217,126.59746624396166
2000,0.0,0.0254,55.5,0.00041229,127.623,126.59556221317538
2500,0.0,0.0254,55.5,0.00041229,130.073,126.59556221317538
3150,0.0,0.0254,55.5,0.00041229,130.503,126.59556221317538
4000,0.0,0.0254,55.5,0.00041229,133.223,126.59556221317538
5000,0.0,0.0254,55.5,0.00041229,135.803,126.59556221317538
6300,0.0,0.0254,55.5,0.00041229,136.103,126.59556221317538
8000,0.0,0.0254,55.5,0.00041229,136.163,126.59556221317538
10000,0.0,0.0254,55.5,0.00041229,134.563,126.59556221317538
12500,0.0,0.0254,55.5,0.00041229,131.453,126.59556221317538
16000,0.0,0.0254,55.5,0.00041229,125.683,126.59556221317538
20000,0.0,0.0254,55.5,0.00041229,121.933,126.59556221317538
1600,0.0,0.0254,39.6,0.000428464,124.156,126.5929092329947
2000,0.0,0.0254,39.6,0.000428464,130.026,126.5929092329947
2500,0.0,0.0254,39.6,0.000428464,131.836,126.5929092329947
3150,0.0,0.0254,39.6,0.000428464,133.276,126.5929092329947
4000,0.0,0.0254,39.6,0.000428464,135.346,126.5929092329947
5000,0.0,0.0254,39.6,0.000428464,136.536,126.5929092329947
6300,0.0,0.0254,39.6,0.000428464,136.826,126.5929092329947
8000,0.0,0.0254,39.6,0.000428464,135.866,126.5929092329947
10000,0.0,0.0254,39.6,0.000428464,133.376,126.5929092329947
12500,0.0,0.0254,39.6,0.000428464,129.116,126.5929092329947
16000,0.0,0.0254,39.6,0.000428464,124.986,126.5929092329947
1000,0.0,0.0254,31.7,0.000439472,125.127,126.591103618686
1250,0.0,0.0254,31.7,0.000439472,127.947,126.591103618686
1600,0.0,0.0254,31.7,0.000439472,129.267,126.591103618686
2000,0.0,0.0254,31.7,0.000439472,130.697,126.591103618686
2500,0.0,0.0254,31.7,0.000439472,132.897,126.591103618686
3150,0.0,0.0254,31.7,0.000439472,135.227,126.591103618686
4000,0.0,0.0254,31.7,0.000439472,137.047,126.591103618686
5000,0.0,0.0254,31.7,0.000439472,138.607,126.591103618686
6300,0.0,0.0254,31.7,0.000439472,138.537,126.591103618686
8000,0.0,0.0254,31.7,0.000439472,137.207,126.591103618686
10000,0.0,0.0254,31.7,0.000439472,134.227,126.591103618686
12500,0.0,0.0254,31.7,0.000439472,128.977,126.591103618686
16000,0.0,0.0254,31.7,0.000439472,125.627,126.591103618686
2000,4.8,0.0254,71.3,0.000848633,128.398,126.52398997804636
2500,4.8,0.0254,71.3,0.000848633,130.828,126.52398997804636
3150,4.8,0.0254,71.3,0.000848633,133.378,126.52398997804636
4000,4.8,0.0254,71.3,0.000848633,134.928,126.52398997804636
5000,4.8,0.0254,71.3,0.000848633,135.468,126.52398997804636
6300,4.8,0.0254,71.3,0.000848633,134.498,126.52398997804636
8000,4.8,0.0254,71.3,0.000848633,131.518,126.52398997804636
10000,4.8,0.0254,71.3,0.000848633,127.398,126.52398997804636
12500,4.8,0.0254,71.3,0.000848633,127.688,126.52398997804636
16000,4.8,0.0254,71.3,0.000848633,124.208,126.52398997804636
20000,4.8,0.0254,71.3,0.000848633,119.708,126.52398997804636
1600,4.8,0.0254,55.5,0.000873218,121.474,126.51995736287745
2000,4.8,0.0254,55.5,0.000873218,125.054,126.51995736287745
2500,4.8,0.0254,55.5,0.000873218,129.144,126.51995736287745
3150,4.8,0.0254,55.5,0.000873218,132.354,126.51995736287745
4000,4.8,0.0254,55.5,0.000873218,133.924,126.51995736287745
5000,4.8,0.0254,55.5,0.000873218,135.484,126.51995736287745
6300,4.8,0.0254,55.5,0.000873218,135.164,126.51995736287745
8000,4.8,0.0254,55.5,0.000873218,132.184,126.51995736287745
10000,4.8,0.0254,55.5,0.000873218,126.944,126.51995736287745
12500,4.8,0.0254,55.5,0.000873218,125.094,126.51995736287745
16000,4.8,0.0254,55.5,0.000873218,124.394,126.51995736287745
20000,4.8,0.0254,55.5,0.000873218,121.284,126.51995736287745
500,4.8,0.0254,39.6,0.000907475,116.366,126.51433827408992
630,4.8,0.0254,39.6,0.000907475,118.696,126.51433827408992
800,4.8,0.0254,39.6,0.000907475,120.766,126.51433827408992
1000,4.8,0.0254,39.6,0.000907475,122.956,126.51433827408992
1250,4.8,0.0254,39.6,0.000907475,125.026,126.51433827408992
1600,4.8,0.0254,39.6,0.000907475,125.966,126.51433827408992
2000,4.8,0.0254,39.6,0.000907475,128.916,126.51433827408992
2500,4.8,0.0254,39.6,0.000907475,131.236,126.51433827408992
3150,4.8,0.0254,39.6,0.000907475,133.436,126.51433827408992
4000,4.8,0.0254,39.6,0.000907475,134.996,126.51433827408992
5000,4.8,0.0254,39.6,0.000907475,135.426,126.51433827408992
6300,4.8,0.0254,39.6,0.000907475,134.336,126.51433827408992
8000,4.8,0.0254,39.6,0.000907475,131.346,126.51433827408992
10000,4.8,0.0254,39.6,0.000907475,126.066,126.51433827408992
500,4.8,0.0254,31.7,0.000930789,116.128,126.51051413782602
630,4.8,0.0254,31.7,0.000930789,120.078,126.51051413782602
800,4.8,0.0254,31.7,0.000930789,122.648,126.51051413782602
1000,4.8,0.0254,31.7,0.000930789,125.348,126.51051413782602
1250,4.8,0.0254,31.7,0.000930789,127.408,126.51051413782602
1600,4.8,0.0254,31.7,0.000930789,128.718,126.51051413782602
2000,4.8,0.0254,31.7,0.000930789,130.148,126.51051413782602
2500,4.8,0.0254,31.7,0.000930789,132.588,126.51051413782602
3150,4.8,0.0254,31.7,0.000930789,134.268,126.51051413782602
4000,4.8,0.0254,31.7,0.000930789,135.328,126.51051413782602
5000,4.8,0.0254,31.7,0.000930789,135.248,126.51051413782602
6300,4.8,0.0254,31.7,0.000930789,132.898,126.51051413782602
8000,4.8,0.0254,31.7,0.000930789,127.008,126.51051413782602
630,9.5,0.0254,71.3,0.00420654,125.726,125.97320101306832
800,9.5,0.0254,71.3,0.00420654,127.206,125.97320101306832
1000,9.5,0.0254,71.3,0.00420654,129.556,125.97320101306832
1250,9.5,0.0254,71.3,0.00420654,131.656,125.97320101306832
1600,9.5,0.0254,71.3,0.00420654,133.756,125.97320101306832
2000,9.5,0.0254,71.3,0.00420654,134.976,125.97320101306832
2500,9.5,0.0254,71.3,0.00420654,135.956,125.97320101306832
3150,9.5,0.0254,71.3,0.00420654,136.166,125.97320101306832
4000,9.5,0.0254,71.3,0.00420654,134.236,125.97320101306832
5000,9.5,0.0254,71.3,0.00420654,131.186,125.97320101306832
6300,9.5,0.0254,71.3,0.00420654,127.246,125.97320101306832
400,9.5,0.0254,55.5,0.0043284,120.952,125.95321262647148
500,9.5,0.0254,55.5,0.0043284,123.082,125.95321262647148
630,9.5,0.0254,55.5,0.0043284,125.452,125.95321262647148
800,9.5,0.0254,55.5,0.0043284,128.082,125.95321262647148
1000,9.5,0.0254,55.5,0.0043284,130.332,125.95321262647148
1250,9.5,0.0254,55.5,0.0043284,132.202,125.95321262647148
1600,9.5,0.0254,55.5,0.0043284,133.062,125.95321262647148
2000,9.5,0.0254,55.5,0.0043284,134.052,125.95321262647148
2500,9.5,0.0254,55.5,0.0043284,134.152,125.95321262647148
3150,9.5,0.0254,55.5,0.0043284,133.252,125.95321262647148
4000,9.5,0.0254,55.5,0.0043284,131.582,125.95321262647148
5000,9.5,0.0254,55.5,0.0043284,128.412,125.95321262647148
6300,9.5,0.0254,55.5,0.0043284,124.222,125.95321262647148
200,9.5,0.0254,39.6,0.00449821,116.074,125.92535912304125
250,9.5,0.0254,39.6,0.00449821,116.924,125.92535912304125
315,9.5,0.0254,39.6,0.00449821,119.294,125.92535912304125
400,9.5,0.0254,39.6,0.00449821,121.154,125.92535912304125
500,9.5,0.0254,39.6,0.00449821,123.894,125.92535912304125
630,9.5,0.0254,39.6,0.00449821,126.514,125.92535912304125
800,9.5,0.0254,39.6,0.00449821,129.014,125.92535912304125
1000,9.5,0.0254,39.6,0.00449821,130.374,125.92535912304125
1250,9.5,0.0254,39.6,0.00449821,130.964,125.92535912304125
1600,9.5,0.0254,39.6,0.00449821,131.184,125.92535912304125
2000,9.5,0.0254,39.6,0.00449821,131.274,125.92535912304125
2500,9.5,0.0254,39.6,0.00449821,131.234,125.92535912304125
3150,9.5,0.0254,39.6,0.00449821,129.934,125.92535912304125
4000,9.5,0.0254,39.6,0.00449821,127.864,125.92535912304125
5000,9.5,0.0254,39.6,0.00449821,125.044,125.92535912304125
6300,9.5,0.0254,39.6,0.00449821,120.324,125.92535912304125
200,9.5,0.0254,31.7,0.00461377,119.146,125.90640410945902
250,9.5,0.0254,31.7,0.00461377,120.136,125.90640410945902
315,9.5,0.0254,31.7,0.00461377,122.766,125.90640410945902
400,9.5,0.0254,31.7,0.00461377,124.756,125.90640410945902
500,9.5,0.0254,31.7,0.00461377,126.886,125.90640410945902
630,9.5,0.0254,31.7,0.00461377,129.006,125.90640410945902
800,9.5,0.0254,31.7,0.00461377,130.746,125.90640410945902
1000,9.5,0.0254,31.7,0.00461377,131.346,125.90640410945902
1250,9.5,0.0254,31.7,0.00461377,131.446,125.90640410945902
1600,9.5,0.0254,31.7,0.00461377,131.036,125.90640410945902
2000,9.5,0.0254,31.7,0.00461377,130.496,125.90640410945902
2500,9.5,0.0254,31.7,0.00461377,130.086,125.90640410945902
3150,9.5,0.0254,31.7,0.00461377,128.536,125.90640410945902
4000,9.5,0.0254,31.7,0.00461377,126.736,125.90640410945902
5000,9.5,0.0254,31.7,0.00461377,124.426,125.90640410945902
6300,9.5,0.0254,31.7,0.00461377,120.726,125.90640410945902
250,12.7,0.0254,71.3,0.0121808,119.698,124.6652033788677
315,12.7,0.0254,71.3,0.0121808,122.938,124.6652033788677
400,12.7,0.0254,71.3,0.0121808,125.048,124.6652033788677
500,12.7,0.0254,71.3,0.0121808,126.898,124.6652033788677
630,12.7,0.0254,71.3,0.0121808,128.878,124.6652033788677
800,12.7,0.0254,71.3,0.0121808,130.348,124.6652033788677
1000,12.7,0.0254,71.3,0.0121808,131.698,124.6652033788677
1250,12.7,0.0254,71.3,0.0121808,133.048,124.6652033788677
1600,12.7,0.0254,71.3,0.0121808,134.528,124.6652033788677
2000,12.7,0.0254,71.3,0.0121808,134.228,124.6652033788677
2500,12.7,0.0254,71.3,0.0121808,134.058,124.6652033788677
3150,12.7,0.0254,71.3,0.0121808,133.758,124.6652033788677
4000,12.7,0.0254,71.3,0.0121808,131.808,124.6652033788677
5000,12.7,0.0254,71.3,0.0121808,128.978,124.6652033788677
6300,12.7,0.0254,71.3,0.0121808,125.398,124.6652033788677
8000,12.7,0.0254,71.3,0.0121808,120.538,124.6652033788677
10000,12.7,0.0254,71.3,0.0121808,114.418,124.6652033788677
250,12.7,0.0254,39.6,0.0130253,121.547,124.52668218667151
315,12.7,0.0254,39.6,0.0130253,123.537,124.52668218667151
400,12.7,0.0254,39.6,0.0130253,125.527,124.52668218667151
500,12.7,0.0254,39.6,0.0130253,127.127,124.52668218667151
630,12.7,0.0254,39.6,0.0130253,128.867,124.52668218667151
800,12.7,0.0254,39.6,0.0130253,130.217,124.52668218667151
1000,12.7,0.0254,39.6,0.0130253,130.947,124.52668218667151
1250,12.7,0.0254,39.6,0.0130253,130.777,124.52668218667151
1600,12.7,0.0254,39.6,0.0130253,129.977,124.52668218667151
2000,12.7,0.0254,39.6,0.0130253,129.567,124.52668218667151
2500,12.7,0.0254,39.6,0.0130253,129.027,124.52668218667151
3150,12.7,0.0254,39.6,0.0130253,127.847,124.52668218667151
4000,12.7,0.0254,39.6,0.0130253,126.537,124.52668218667151
5000,12.7,0.0254,39.6,0.0130253,125.107,124.52668218667151
6300,12.7,0.0254,39.6,0.0130253,123.177,124.52668218667151
8000,12.7,0.0254,39.6,0.0130253,120.607,124.52668218667151
10000,12.7,0.0254,39.6,0.0130253,116.017,124.52668218667151
200,17.4,0.0254,71.3,0.016104,112.506,124.0216908374537
250,17.4,0.0254,71.3,0.016104,113.796,124.0216908374537
315,17.4,0.0254,71.3,0.016104,115.846,124.0216908374537
400,17.4,0.0254,71.3,0.016104,117.396,124.0216908374537
500,17.4,0.0254,71.3,0.016104,119.806,124.0216908374537
630,17.4,0.0254,71.3,0.016104,122.606,124.0216908374537
800,17.4,0.0254,71.3,0.016104,124.276,124.0216908374537
1000,17.4,0.0254,71.3,0.016104,125.816,124.0216908374537
1250,17.4,0.0254,71.3,0.016104,126.356,124.0216908374537
1600,17.4,0.0254,71.3,0.016104,126.406,124.0216908374537
2000,17.4,0.0254,71.3,0.016104,126.826,124.0216908374537
2500,17.4,0.0254,71.3,0.016104,126.746,124.0216908374537
3150,17.4,0.0254,71.3,0.016104,126.536,124.0216908374537
4000,17.4,0.0254,71.3,0.016104,125.586,124.0216908374537
5000,17.4,0.0254,71.3,0.016104,123.126,124.0216908374537
6300,17.4,0.0254,71.3,0.016104,119.916,124.0216908374537
8000,17.4,0.0254,71.3,0.016104,115.466,124.0216908374537
200,17.4,0.0254,55.5,0.0165706,109.951,123.9451556233877
250,17.4,0.0254,55.5,0.0165706,110.491,123.9451556233877
315,17.4,0.0254,55.5,0.0165706,111.911,123.9451556233877
400,17.4,0.0254,55.5,0.0165706,115.461,123.9451556233877
500,17.4,0.0254,55.5,0.0165706,119.621,123.9451556233877
630,17.4,0.0254,55.5,0.0165706,122.411,123.9451556233877
800,17.4,0.0254,55.5,0.0165706,123.091,123.9451556233877
1000,17.4,0.0254,55.5,0.0165706,126.001,123.9451556233877
1250,17.4,0.0254,55.5,0.0165706,129.301,123.9451556233877
1600,17.4,0.0254,55.5,0.0165706,126.471,123.9451556233877
2000,17.4,0.0254,55.5,0.0165706,125.261,123.9451556233877
2500,17.4,0.0254,55.5,0.0165706,124.931,123.9451556233877
3150,17.4,0.0254,55.5,0.0165706,124.101,123.9451556233877
4000,17.4,0.0254,55.5,0.0165706,121.771,123.9451556233877
5000,17.4,0.0254,55.5,0.0165706,118.941,123.9451556233877
6300,17.4,0.0254,55.5,0.0165706,114.861,123.9451556233877
200,17.4,0.0254,39.6,0.0172206,114.044,123.83853777267423
250,17.4,0.0254,39.6,0.0172206,114.714,123.83853777267423
315,17.4,0.0254,39.6,0.0172206,115.144,123.83853777267423
400,17.4,0.0254,39.6,0.0172206,115.444,123.83853777267423
500,17.4,0.0254,39.6,0.0172206,117.514,123.83853777267423
630,17.4,0.0254,39.6,0.0172206,124.514,123.83853777267423
800,17.4,0.0254,39.6,0.0172206,135.324,123.83853777267423
1000,17.4,0.0254,39.6,0.0172206,138.274,123.83853777267423
1250,17.4,0.0254,39.6,0.0172206,131.364,123.83853777267423
1600,17.4,0.0254,39.6,0.0172206,127.614,123.83853777267423
2000,17.4,0.0254,39.6,0.0172206,126.644,123.83853777267423
2500,17.4,0.0254,39.6,0.0172206,124.154,123.83853777267423
3150,17.4,0.0254,39.6,0.0172206,123.564,123.83853777267423
4000,17.4,0.0254,39.6,0.0172206,122.724,123.83853777267423
5000,17.4,0.0254,39.6,0.0172206,119.854,123.83853777267423
200,17.4,0.0254,31.7,0.0176631,116.146,123.76595562045775
250,17.4,0.0254,31.7,0.0176631,116.956,123.76595562045775
315,17.4,0.0254,31.7,0.0176631,118.416,123.76595562045775
400,17.4,0.0254,31.7,0.0176631,120.766,123.76595562045775
500,17.4,0.0254,31.7,0.0176631,127.676,123.76595562045775
630,17.4,0.0254,31.7,0.0176631,136.886,123.76595562045775
800,17.4,0.0254,31.7,0.0176631,139.226,123.76595562045775
1000,17.4,0.0254,31.7,0.0176631,131.796,123.76595562045775
1250,17.4,0.0254,31.7,0.0176631,128.306,123.76595562045775
1600,17.4,0.0254,31.7,0.0176631,126.846,123.76595562045775
2000,17.4,0.0254,31.7,0.0176631,124.356,123.76595562045775
2500,17.4,0.0254,31.7,0.0176631,124.166,123.76595562045775
3150,17.4,0.0254,31.7,0.0176631,123.466,123.76595562045775
4000,17.4,0.0254,31.7,0.0176631,121.996,123.76595562045775
5000,17.4,0.0254,31.7,0.0176631,117.996,123.76595562045775
315,22.2,0.0254,71.3,0.0214178,115.857,123.15008170649794
400,22.2,0.0254,71.3,0.0214178,117.927,123.15008170649794
500,22.2,0.0254,71.3,0.0214178,117.967,123.15008170649794
630,22.2,0.0254,71.3,0.0214178,120.657,123.15008170649794
800,22.2,0.0254,71.3,0.0214178,123.227,123.15008170649794
1000,22.2,0.0254,71.3,0.0214178,134.247,123.15008170649794
1250,22.2,0.0254,71.3,0.0214178,140.987,123.15008170649794
1600,22.2,0.0254,71.3,0.0214178,131.817,123.15008170649794
2000,22.2,0.0254,71.3,0.0214178,127.197,123.15008170649794
2500,22.2,0.0254,71.3,0.0214178,126.097,123.15008170649794
3150,22.2,0.0254,71.3,0.0214178,124.127,123.15008170649794
4000,22.2,0.0254,71.3,0.0214178,123.917,123.15008170649794
5000,22.2,0.0254,71.3,0.0214178,125.727,123.15008170649794
6300,22.2,0.0254,71.3,0.0214178,123.127,123.15008170649794
8000,22.2,0.0254,71.3,0.0214178,121.657,123.15008170649794
200,22.2,0.0254,39.6,0.0229028,116.066,122.90650092448332
250,22.2,0.0254,39.6,0.0229028,117.386,122.90650092448332
315,22.2,0.0254,39.6,0.0229028,120.716,122.90650092448332
400,22.2,0.0254,39.6,0.0229028,123.416,122.90650092448332
500,22.2,0.0254,39.6,0.0229028,129.776,122.90650092448332
630,22.2,0.0254,39.6,0.0229028,137.026,122.90650092448332
800,22.2,0.0254,39.6,0.0229028,137.076,122.90650092448332
1000,22.2,0.0254,39.6,0.0229028,128.416,122.90650092448332
1250,22.2,0.0254,39.6,0.0229028,126.446,122.90650092448332
1600,22.2,0.0254,39.6,0.0229028,122.216,122.90650092448332
2000,22.2,0.0254,39.6,0.0229028,121.256,122.90650092448332
2500,22.2,0.0254,39.6,0.0229028,121.306,122.90650092448332
3150,22.2,0.0254,39.6,0.0229028,120.856,122.90650092448332
4000,22.2,0.0254,39.6,0.0229028,119.646,122.90650092448332
5000,22.2,0.0254,39.6,0.0229028,118.816,122.90650092448332
